Second,CH1,CH2
+8.920000E-07,-2.000004E-02,-7.999999E-03
+8.940000E-07,-2.000004E-02,-7.999999E-03
+8.960000E-07,-2.000004E-02,-7.999999E-03
+8.980000E-07,-2.000004E-02,-7.999999E-03
+9.000000E-07,-2.000004E-02,-7.999999E-03
+9.020000E-07,-2.000004E-02,-7.999999E-03
+9.040000E-07,-2.000004E-02,-7.999999E-03
+9.060000E-07,-6.000012E-02,-7.999999E-03
+9.080000E-07,-6.000012E-02,-7.999999E-03
+9.100000E-07,-2.000004E-02,-6.000000E-03
+9.120000E-07,-6.000012E-02,-7.999999E-03
+9.140000E-07,-6.000012E-02,-7.999999E-03
+9.160000E-07,-2.000004E-02,-7.999999E-03
+9.180000E-07,-2.000004E-02,-7.999999E-03
+9.200000E-07,-2.000004E-02,-7.999999E-03
+9.220000E-07,-2.000004E-02,-7.999999E-03
+9.240000E-07,-2.000004E-02,-7.999999E-03
+9.260000E-07,-2.000004E-02,-7.999999E-03
+9.280000E-07,-2.000004E-02,-7.999999E-03
+9.300000E-07,+2.000004E-02,-6.000000E-03
+9.320000E-07,-2.000004E-02,-6.000000E-03
+9.340000E-07,-2.000004E-02,-6.000000E-03
+9.360000E-07,-2.000004E-02,-6.000000E-03
+9.380000E-07,-2.000004E-02,-6.000000E-03
+9.400000E-07,-2.000004E-02,-6.000000E-03
+9.420000E-07,-2.000004E-02,-6.000000E-03
+9.440000E-07,-2.000004E-02,-6.000000E-03
+9.460000E-07,-2.000004E-02,-6.000000E-03
+9.480000E-07,-2.000004E-02,-6.000000E-03
+9.500000E-07,-2.000004E-02,-4.000000E-03
+9.520000E-07,-6.000012E-02,-6.000000E-03
+9.540000E-07,-6.000012E-02,-6.000000E-03
+9.560000E-07,-6.000012E-02,-6.000000E-03
+9.580000E-07,-6.000012E-02,-6.000000E-03
+9.600000E-07,-6.000012E-02,-7.999999E-03
+9.620000E-07,-2.000004E-02,-7.999999E-03
+9.640000E-07,-2.000004E-02,-7.999999E-03
+9.660000E-07,-2.000004E-02,-7.999999E-03
+9.680000E-07,-2.000004E-02,-7.999999E-03
+9.700000E-07,+2.000004E-02,-7.999999E-03
+9.720000E-07,+2.000004E-02,-1.000000E-02
+9.740000E-07,+2.000004E-02,-1.000000E-02
+9.760000E-07,+2.000004E-02,-1.000000E-02
+9.780000E-07,+2.000004E-02,-1.000000E-02
+9.800000E-07,+2.000004E-02,-1.000000E-02
+9.820000E-07,+2.000004E-02,-1.000000E-02
+9.840000E-07,+2.000004E-02,-1.000000E-02
+9.860000E-07,+2.000004E-02,-1.000000E-02
+9.880000E-07,+2.000004E-02,-1.000000E-02
+9.900000E-07,+2.000004E-02,-7.999999E-03
+9.920000E-07,-2.000004E-02,-7.999999E-03
+9.940000E-07,-2.000004E-02,-7.999999E-03
+9.960000E-07,-2.000004E-02,-7.999999E-03
+9.980000E-07,-2.000004E-02,-7.999999E-03
+1.000000E-06,-2.000004E-02,-7.999999E-03
+1.002000E-06,-2.000004E-02,-7.999999E-03
+1.004000E-06,-6.000012E-02,-7.999999E-03
+1.006000E-06,-6.000012E-02,-7.999999E-03
+1.008000E-06,-6.000012E-02,-7.999999E-03
+1.010000E-06,-2.000004E-02,-6.000000E-03
+1.012000E-06,-6.000012E-02,-7.999999E-03
+1.014000E-06,-6.000012E-02,-7.999999E-03
+1.016000E-06,-2.000004E-02,-7.999999E-03
+1.018000E-06,-2.000004E-02,-7.999999E-03
+1.020000E-06,-2.000004E-02,-7.999999E-03
+1.022000E-06,-2.000004E-02,-7.999999E-03
+1.024000E-06,-2.000004E-02,-7.999999E-03
+1.026000E-06,-2.000004E-02,-7.999999E-03
+1.028000E-06,-2.000004E-02,-7.999999E-03
+1.030000E-06,+2.000004E-02,-6.000000E-03
+1.032000E-06,+2.000004E-02,-6.000000E-03
+1.034000E-06,+2.000004E-02,-6.000000E-03
+1.036000E-06,+2.000004E-02,-6.000000E-03
+1.038000E-06,+2.000004E-02,-6.000000E-03
+1.040000E-06,+2.000004E-02,-6.000000E-03
+1.042000E-06,+2.000004E-02,-6.000000E-03
+1.044000E-06,+2.000004E-02,-6.000000E-03
+1.046000E-06,+2.000004E-02,-6.000000E-03
+1.048000E-06,+2.000004E-02,-6.000000E-03
+1.050000E-06,+2.000004E-02,-4.000000E-03
+1.052000E-06,-2.000004E-02,-6.000000E-03
+1.054000E-06,-2.000004E-02,-6.000000E-03
+1.056000E-06,-2.000004E-02,-6.000000E-03
+1.058000E-06,-2.000004E-02,-7.999999E-03
+1.060000E-06,-2.000004E-02,-7.999999E-03
+1.062000E-06,-2.000004E-02,-7.999999E-03
+1.064000E-06,-6.000012E-02,-7.999999E-03
+1.066000E-06,-6.000012E-02,-1.000000E-02
+1.068000E-06,-6.000012E-02,-1.000000E-02
+1.070000E-06,-2.000004E-02,-7.999999E-03
+1.072000E-06,-6.000012E-02,-1.000000E-02
+1.074000E-06,-6.000012E-02,-1.000000E-02
+1.076000E-06,-6.000012E-02,-7.999999E-03
+1.078000E-06,-6.000012E-02,-7.999999E-03
+1.080000E-06,-6.000012E-02,-7.999999E-03
+1.082000E-06,-6.000012E-02,-7.999999E-03
+1.084000E-06,-6.000012E-02,-6.000000E-03
+1.086000E-06,-6.000012E-02,-6.000000E-03
+1.088000E-06,-6.000012E-02,-6.000000E-03
+1.090000E-06,-2.000004E-02,-4.000000E-03
+1.092000E-06,-6.000012E-02,-6.000000E-03
+1.094000E-06,-6.000012E-02,-6.000000E-03
+1.096000E-06,-6.000012E-02,-6.000000E-03
+1.098000E-06,-6.000012E-02,-6.000000E-03
+1.100000E-06,-6.000012E-02,-7.999999E-03
+1.102000E-06,-6.000012E-02,-7.999999E-03
+1.104000E-06,-6.000012E-02,-7.999999E-03
+1.106000E-06,-6.000012E-02,-7.999999E-03
+1.108000E-06,-6.000012E-02,-7.999999E-03
+1.110000E-06,-2.000004E-02,-7.999999E-03
+1.112000E-06,-2.000004E-02,-1.000000E-02
+1.114000E-06,-2.000004E-02,-1.000000E-02
+1.116000E-06,-2.000004E-02,-1.000000E-02
+1.118000E-06,-2.000004E-02,-1.000000E-02
+1.120000E-06,-2.000004E-02,-1.000000E-02
+1.122000E-06,-2.000004E-02,-1.000000E-02
+1.124000E-06,-2.000004E-02,-1.000000E-02
+1.126000E-06,-2.000004E-02,-1.000000E-02
+1.128000E-06,-2.000004E-02,-1.000000E-02
+1.130000E-06,+2.000004E-02,-7.999999E-03
+1.132000E-06,-2.000004E-02,-1.000000E-02
+1.134000E-06,-2.000004E-02,-1.000000E-02
+1.136000E-06,-2.000004E-02,-7.999999E-03
+1.138000E-06,-2.000004E-02,-7.999999E-03
+1.140000E-06,-2.000004E-02,-7.999999E-03
+1.142000E-06,-2.000004E-02,-7.999999E-03
+1.144000E-06,-2.000004E-02,-7.999999E-03
+1.146000E-06,-6.000012E-02,-6.000000E-03
+1.148000E-06,-6.000012E-02,-6.000000E-03
+1.150000E-06,-2.000004E-02,-4.000000E-03
+1.152000E-06,-6.000012E-02,-4.000000E-03
+1.154000E-06,-6.000012E-02,-4.000000E-03
+1.156000E-06,-6.000012E-02,-4.000000E-03
+1.158000E-06,-6.000012E-02,-4.000000E-03
+1.160000E-06,-6.000012E-02,-4.000000E-03
+1.162000E-06,-6.000012E-02,-4.000000E-03
+1.164000E-06,-6.000012E-02,-4.000000E-03
+1.166000E-06,-6.000012E-02,-6.000000E-03
+1.168000E-06,-6.000012E-02,-6.000000E-03
+1.170000E-06,-2.000004E-02,-6.000000E-03
+1.172000E-06,-6.000012E-02,-7.999999E-03
+1.174000E-06,-6.000012E-02,-1.000000E-02
+1.176000E-06,-6.000012E-02,-1.000000E-02
+1.178000E-06,-6.000012E-02,-1.200000E-02
+1.180000E-06,-6.000012E-02,-1.000000E-02
+1.182000E-06,-6.000012E-02,-1.000000E-02
+1.184000E-06,-6.000012E-02,-7.999999E-03
+1.186000E-06,-6.000012E-02,-6.000000E-03
+1.188000E-06,-6.000012E-02,-4.000000E-03
+1.190000E-06,-2.000004E-02,+0.000000E+00
+1.192000E-06,-2.000004E-02,+2.000000E-03
+1.194000E-06,-2.000004E-02,+6.000000E-03
+1.196000E-06,+2.000004E-02,+7.999999E-03
+1.198000E-06,+5.999982E-02,+1.000000E-02
+1.200000E-06,+5.999982E-02,+1.200000E-02
+1.202000E-06,+1.400000E-01,+1.400000E-02
+1.204000E-06,+1.800001E-01,+1.400000E-02
+1.206000E-06,+2.599999E-01,+1.200000E-02
+1.208000E-06,+3.000000E-01,+1.000000E-02
+1.210000E-06,+4.200000E-01,+7.999999E-03
+1.212000E-06,+5.000000E-01,+2.000000E-03
+1.214000E-06,+5.800000E-01,-4.000000E-03
+1.216000E-06,+6.600000E-01,-1.200000E-02
+1.218000E-06,+7.800000E-01,-1.800000E-02
+1.220000E-06,+8.600000E-01,-2.600000E-02
+1.222000E-06,+9.799999E-01,-3.200000E-02
+1.224000E-06,+1.140000E+00,-3.800000E-02
+1.226000E-06,+1.260000E+00,-4.200000E-02
+1.228000E-06,+1.380000E+00,-4.600000E-02
+1.230000E-06,+1.540000E+00,-4.600000E-02
+1.232000E-06,+1.660000E+00,-4.600000E-02
+1.234000E-06,+1.780000E+00,-4.400000E-02
+1.236000E-06,+1.900000E+00,-3.800000E-02
+1.238000E-06,+2.060000E+00,-3.200000E-02
+1.240000E-06,+2.180000E+00,-2.200000E-02
+1.242000E-06,+2.300000E+00,-1.200000E-02
+1.244000E-06,+2.420000E+00,+0.000000E+00
+1.246000E-06,+2.540000E+00,+1.400000E-02
+1.248000E-06,+2.660000E+00,+2.600000E-02
+1.250000E-06,+2.780000E+00,+4.000000E-02
+1.252000E-06,+2.860000E+00,+5.000000E-02
+1.254000E-06,+2.940000E+00,+6.000000E-02
+1.256000E-06,+3.020000E+00,+6.800000E-02
+1.258000E-06,+3.100000E+00,+7.400000E-02
+1.260000E-06,+3.180000E+00,+7.799999E-02
+1.262000E-06,+3.220000E+00,+7.799999E-02
+1.264000E-06,+3.300000E+00,+7.600000E-02
+1.266000E-06,+3.380000E+00,+7.000000E-02
+1.268000E-06,+3.420000E+00,+6.200000E-02
+1.270000E-06,+3.500000E+00,+5.400000E-02
+1.272000E-06,+3.540000E+00,+4.200000E-02
+1.274000E-06,+3.580000E+00,+2.800000E-02
+1.276000E-06,+3.620000E+00,+1.400000E-02
+1.278000E-06,+3.660000E+00,+0.000000E+00
+1.280000E-06,+3.700000E+00,-1.200000E-02
+1.282000E-06,+3.740000E+00,-2.400000E-02
+1.284000E-06,+3.780000E+00,-3.400000E-02
+1.286000E-06,+3.820000E+00,-4.200000E-02
+1.288000E-06,+3.860000E+00,-4.800000E-02
+1.290000E-06,+3.900000E+00,-5.000000E-02
+1.292000E-06,+3.900000E+00,-5.200000E-02
+1.294000E-06,+3.940000E+00,-5.000000E-02
+1.296000E-06,+3.940000E+00,-4.600000E-02
+1.298000E-06,+3.980000E+00,-4.000000E-02
+1.300000E-06,+3.980000E+00,-3.200000E-02
+1.302000E-06,+4.020000E+00,-2.200000E-02
+1.304000E-06,+4.020000E+00,-1.400000E-02
+1.306000E-06,+4.060000E+00,-4.000000E-03
+1.308000E-06,+4.060000E+00,+6.000000E-03
+1.310000E-06,+4.100000E+00,+1.600000E-02
+1.312000E-06,+4.100000E+00,+2.200000E-02
+1.314000E-06,+4.100000E+00,+2.800000E-02
+1.316000E-06,+4.100000E+00,+3.000000E-02
+1.318000E-06,+4.140000E+00,+3.200000E-02
+1.320000E-06,+4.140000E+00,+3.200000E-02
+1.322000E-06,+4.140000E+00,+3.000000E-02
+1.324000E-06,+4.140000E+00,+2.600000E-02
+1.326000E-06,+4.140000E+00,+2.000000E-02
+1.328000E-06,+4.140000E+00,+1.400000E-02
+1.330000E-06,+4.180000E+00,+7.999999E-03
+1.332000E-06,+4.140000E+00,-2.000000E-03
+1.334000E-06,+4.140000E+00,-1.000000E-02
+1.336000E-06,+4.140000E+00,-1.800000E-02
+1.338000E-06,+4.100000E+00,-2.600000E-02
+1.340000E-06,+4.100000E+00,-3.200000E-02
+1.342000E-06,+4.060000E+00,-3.800000E-02
+1.344000E-06,+4.060000E+00,-4.200000E-02
+1.346000E-06,+4.020000E+00,-4.400000E-02
+1.348000E-06,+4.020000E+00,-4.600000E-02
+1.350000E-06,+4.020000E+00,-4.400000E-02
+1.352000E-06,+3.980000E+00,-4.400000E-02
+1.354000E-06,+3.940000E+00,-4.000000E-02
+1.356000E-06,+3.940000E+00,-3.600000E-02
+1.358000E-06,+3.940000E+00,-3.200000E-02
+1.360000E-06,+3.900000E+00,-2.400000E-02
+1.362000E-06,+3.900000E+00,-1.600000E-02
+1.364000E-06,+3.900000E+00,-7.999999E-03
+1.366000E-06,+3.900000E+00,+2.000000E-03
+1.368000E-06,+3.900000E+00,+1.200000E-02
+1.370000E-06,+3.900000E+00,+2.200000E-02
+1.372000E-06,+3.860000E+00,+3.000000E-02
+1.374000E-06,+3.860000E+00,+4.000000E-02
+1.376000E-06,+3.860000E+00,+4.800000E-02
+1.378000E-06,+3.860000E+00,+5.400000E-02
+1.380000E-06,+3.860000E+00,+6.200000E-02
+1.382000E-06,+3.860000E+00,+6.600000E-02
+1.384000E-06,+3.860000E+00,+7.000000E-02
+1.386000E-06,+3.860000E+00,+7.200000E-02
+1.388000E-06,+3.860000E+00,+7.200000E-02
+1.390000E-06,+3.900000E+00,+7.200000E-02
+1.392000E-06,+3.900000E+00,+6.800000E-02
+1.394000E-06,+3.900000E+00,+6.200000E-02
+1.396000E-06,+3.900000E+00,+5.600000E-02
+1.398000E-06,+3.900000E+00,+4.800000E-02
+1.400000E-06,+3.900000E+00,+4.000000E-02
+1.402000E-06,+3.900000E+00,+3.000000E-02
+1.404000E-06,+3.940000E+00,+2.000000E-02
+1.406000E-06,+3.940000E+00,+1.000000E-02
+1.408000E-06,+3.940000E+00,+0.000000E+00
+1.410000E-06,+3.980000E+00,-1.000000E-02
+1.412000E-06,+3.940000E+00,-2.000000E-02
+1.414000E-06,+3.940000E+00,-3.000000E-02
+1.416000E-06,+3.940000E+00,-3.800000E-02
+1.418000E-06,+3.940000E+00,-4.400000E-02
+1.420000E-06,+3.940000E+00,-5.000000E-02
+1.422000E-06,+3.940000E+00,-5.400000E-02
+1.424000E-06,+3.940000E+00,-5.600000E-02
+1.426000E-06,+3.940000E+00,-5.800000E-02
+1.428000E-06,+3.940000E+00,-5.600000E-02
+1.430000E-06,+3.980000E+00,-5.400000E-02
+1.432000E-06,+3.940000E+00,-5.200000E-02
+1.434000E-06,+3.940000E+00,-4.800000E-02
+1.436000E-06,+3.940000E+00,-4.400000E-02
+1.438000E-06,+3.940000E+00,-3.800000E-02
+1.440000E-06,+3.940000E+00,-3.400000E-02
+1.442000E-06,+3.940000E+00,-2.800000E-02
+1.444000E-06,+3.940000E+00,-2.200000E-02
+1.446000E-06,+3.940000E+00,-1.600000E-02
+1.448000E-06,+3.940000E+00,-1.000000E-02
+1.450000E-06,+3.980000E+00,-4.000000E-03
+1.452000E-06,+3.940000E+00,+0.000000E+00
+1.454000E-06,+3.940000E+00,+2.000000E-03
+1.456000E-06,+3.940000E+00,+6.000000E-03
+1.458000E-06,+3.900000E+00,+7.999999E-03
+1.460000E-06,+3.900000E+00,+1.000000E-02
+1.462000E-06,+3.900000E+00,+1.000000E-02
+1.464000E-06,+3.900000E+00,+1.000000E-02
+1.466000E-06,+3.900000E+00,+1.200000E-02
+1.468000E-06,+3.900000E+00,+1.200000E-02
+1.470000E-06,+3.900000E+00,+1.200000E-02
+1.472000E-06,+3.860000E+00,+1.000000E-02
+1.474000E-06,+3.860000E+00,+1.000000E-02
+1.476000E-06,+3.860000E+00,+7.999999E-03
+1.478000E-06,+3.860000E+00,+7.999999E-03
+1.480000E-06,+3.860000E+00,+7.999999E-03
+1.482000E-06,+3.860000E+00,+6.000000E-03
+1.484000E-06,+3.860000E+00,+6.000000E-03
+1.486000E-06,+3.860000E+00,+6.000000E-03
+1.488000E-06,+3.860000E+00,+6.000000E-03
+1.490000E-06,+3.900000E+00,+6.000000E-03
+1.492000E-06,+3.900000E+00,+4.000000E-03
+1.494000E-06,+3.900000E+00,+4.000000E-03
+1.496000E-06,+3.900000E+00,+2.000000E-03
+1.498000E-06,+3.900000E+00,+2.000000E-03
+1.500000E-06,+3.900000E+00,+0.000000E+00
+1.502000E-06,+3.900000E+00,+0.000000E+00
+1.504000E-06,+3.900000E+00,-2.000000E-03
+1.506000E-06,+3.900000E+00,-4.000000E-03
+1.508000E-06,+3.900000E+00,-4.000000E-03
+1.510000E-06,+3.940000E+00,-4.000000E-03
+1.512000E-06,+3.900000E+00,-6.000000E-03
+1.514000E-06,+3.900000E+00,-7.999999E-03
+1.516000E-06,+3.900000E+00,-7.999999E-03
+1.518000E-06,+3.900000E+00,-7.999999E-03
+1.520000E-06,+3.900000E+00,-7.999999E-03
+1.522000E-06,+3.900000E+00,-7.999999E-03
+1.524000E-06,+3.900000E+00,-7.999999E-03
+1.526000E-06,+3.860000E+00,-6.000000E-03
+1.528000E-06,+3.860000E+00,-4.000000E-03
+1.530000E-06,+3.900000E+00,-2.000000E-03
+1.532000E-06,+3.860000E+00,-2.000000E-03
+1.534000E-06,+3.860000E+00,+0.000000E+00
+1.536000E-06,+3.860000E+00,+2.000000E-03
+1.538000E-06,+3.860000E+00,+2.000000E-03
+1.540000E-06,+3.860000E+00,+4.000000E-03
+1.542000E-06,+3.860000E+00,+4.000000E-03
+1.544000E-06,+3.860000E+00,+4.000000E-03
+1.546000E-06,+3.860000E+00,+4.000000E-03
+1.548000E-06,+3.860000E+00,+4.000000E-03
+1.550000E-06,+3.900000E+00,+4.000000E-03
+1.552000E-06,+3.900000E+00,+0.000000E+00
+1.554000E-06,+3.900000E+00,-2.000000E-03
+1.556000E-06,+3.900000E+00,-6.000000E-03
+1.558000E-06,+3.900000E+00,-1.000000E-02
+1.560000E-06,+3.900000E+00,-1.400000E-02
+1.562000E-06,+3.900000E+00,-1.800000E-02
+1.564000E-06,+3.940000E+00,-2.200000E-02
+1.566000E-06,+3.940000E+00,-2.600000E-02
+1.568000E-06,+3.940000E+00,-3.200000E-02
+1.570000E-06,+3.980000E+00,-3.400000E-02
+1.572000E-06,+3.940000E+00,-4.000000E-02
+1.574000E-06,+3.940000E+00,-4.200000E-02
+1.576000E-06,+3.940000E+00,-4.600000E-02
+1.578000E-06,+3.940000E+00,-4.600000E-02
+1.580000E-06,+3.940000E+00,-4.800000E-02
+1.582000E-06,+3.940000E+00,-4.800000E-02
+1.584000E-06,+3.940000E+00,-4.600000E-02
+1.586000E-06,+3.940000E+00,-4.400000E-02
+1.588000E-06,+3.940000E+00,-4.000000E-02
+1.590000E-06,+3.980000E+00,-3.600000E-02
+1.592000E-06,+3.940000E+00,-3.200000E-02
+1.594000E-06,+3.940000E+00,-2.800000E-02
+1.596000E-06,+3.940000E+00,-2.200000E-02
+1.598000E-06,+3.940000E+00,-1.800000E-02
+1.600000E-06,+3.900000E+00,-1.200000E-02
+1.602000E-06,+3.900000E+00,-6.000000E-03
+1.604000E-06,+3.900000E+00,+0.000000E+00
+1.606000E-06,+3.900000E+00,+4.000000E-03
+1.608000E-06,+3.900000E+00,+1.000000E-02
+1.610000E-06,+3.940000E+00,+1.400000E-02
+1.612000E-06,+3.900000E+00,+1.600000E-02
+1.614000E-06,+3.900000E+00,+1.800000E-02
+1.616000E-06,+3.900000E+00,+1.800000E-02
+1.618000E-06,+3.900000E+00,+1.800000E-02
+1.620000E-06,+3.900000E+00,+1.800000E-02
+1.622000E-06,+3.900000E+00,+1.600000E-02
+1.624000E-06,+3.900000E+00,+1.600000E-02
+1.626000E-06,+3.900000E+00,+1.200000E-02
+1.628000E-06,+3.900000E+00,+1.000000E-02
+1.630000E-06,+3.940000E+00,+7.999999E-03
+1.632000E-06,+3.900000E+00,+4.000000E-03
+1.634000E-06,+3.900000E+00,+0.000000E+00
+1.636000E-06,+3.900000E+00,-4.000000E-03
+1.638000E-06,+3.900000E+00,-7.999999E-03
+1.640000E-06,+3.860000E+00,-1.000000E-02
+1.642000E-06,+3.860000E+00,-1.400000E-02
+1.644000E-06,+3.860000E+00,-1.600000E-02
+1.646000E-06,+3.860000E+00,-1.800000E-02
+1.648000E-06,+3.860000E+00,-1.800000E-02
+1.650000E-06,+3.900000E+00,-1.800000E-02
+1.652000E-06,+3.860000E+00,-2.000000E-02
+1.654000E-06,+3.860000E+00,-2.000000E-02
+1.656000E-06,+3.860000E+00,-2.000000E-02
+1.658000E-06,+3.860000E+00,-2.000000E-02
+1.660000E-06,+3.860000E+00,-1.800000E-02
+1.662000E-06,+3.900000E+00,-1.800000E-02
+1.664000E-06,+3.900000E+00,-1.600000E-02
+1.666000E-06,+3.900000E+00,-1.600000E-02
+1.668000E-06,+3.900000E+00,-1.400000E-02
+1.670000E-06,+3.940000E+00,-1.200000E-02
+1.672000E-06,+3.900000E+00,-1.200000E-02
+1.674000E-06,+3.900000E+00,-1.200000E-02
+1.676000E-06,+3.900000E+00,-1.200000E-02
+1.678000E-06,+3.900000E+00,-1.200000E-02
+1.680000E-06,+3.900000E+00,-1.200000E-02
+1.682000E-06,+3.900000E+00,-1.400000E-02
+1.684000E-06,+3.900000E+00,-1.400000E-02
+1.686000E-06,+3.900000E+00,-1.600000E-02
+1.688000E-06,+3.900000E+00,-1.600000E-02
+1.690000E-06,+3.940000E+00,-1.600000E-02
+1.692000E-06,+3.900000E+00,-1.800000E-02
+1.694000E-06,+3.900000E+00,-2.000000E-02
+1.696000E-06,+3.900000E+00,-2.000000E-02
+1.698000E-06,+3.900000E+00,-2.200000E-02
+1.700000E-06,+3.900000E+00,-2.200000E-02
+1.702000E-06,+3.900000E+00,-2.200000E-02
+1.704000E-06,+3.900000E+00,-2.200000E-02
+1.706000E-06,+3.900000E+00,-2.200000E-02
+1.708000E-06,+3.900000E+00,-2.000000E-02
+1.710000E-06,+3.940000E+00,-1.800000E-02
+1.712000E-06,+3.900000E+00,-1.800000E-02
+1.714000E-06,+3.940000E+00,-1.600000E-02
+1.716000E-06,+3.940000E+00,-1.400000E-02
+1.718000E-06,+3.940000E+00,-1.200000E-02
+1.720000E-06,+3.940000E+00,-1.000000E-02
+1.722000E-06,+3.940000E+00,-7.999999E-03
+1.724000E-06,+3.940000E+00,-6.000000E-03
+1.726000E-06,+3.940000E+00,-4.000000E-03
+1.728000E-06,+3.940000E+00,-2.000000E-03
+1.730000E-06,+3.980000E+00,+0.000000E+00
+1.732000E-06,+3.940000E+00,+0.000000E+00
+1.734000E-06,+3.940000E+00,+0.000000E+00
+1.736000E-06,+3.940000E+00,+0.000000E+00
+1.738000E-06,+3.940000E+00,+0.000000E+00
+1.740000E-06,+3.940000E+00,+0.000000E+00
+1.742000E-06,+3.940000E+00,+0.000000E+00
+1.744000E-06,+3.900000E+00,+0.000000E+00
+1.746000E-06,+3.900000E+00,+0.000000E+00
+1.748000E-06,+3.900000E+00,+0.000000E+00
+1.750000E-06,+3.940000E+00,+0.000000E+00
+1.752000E-06,+3.900000E+00,-2.000000E-03
+1.754000E-06,+3.900000E+00,-2.000000E-03
+1.756000E-06,+3.900000E+00,-2.000000E-03
+1.758000E-06,+3.900000E+00,-2.000000E-03
+1.760000E-06,+3.900000E+00,-2.000000E-03
+1.762000E-06,+3.900000E+00,-2.000000E-03
+1.764000E-06,+3.900000E+00,-2.000000E-03
+1.766000E-06,+3.900000E+00,-2.000000E-03
+1.768000E-06,+3.900000E+00,+0.000000E+00
+1.770000E-06,+3.940000E+00,+2.000000E-03
+1.772000E-06,+3.900000E+00,+2.000000E-03
+1.774000E-06,+3.900000E+00,+2.000000E-03
+1.776000E-06,+3.900000E+00,+4.000000E-03
+1.778000E-06,+3.900000E+00,+4.000000E-03
+1.780000E-06,+3.900000E+00,+4.000000E-03
+1.782000E-06,+3.900000E+00,+6.000000E-03
+1.784000E-06,+3.900000E+00,+6.000000E-03
+1.786000E-06,+3.900000E+00,+6.000000E-03
+1.788000E-06,+3.900000E+00,+6.000000E-03
+1.790000E-06,+3.940000E+00,+7.999999E-03
+1.792000E-06,+3.900000E+00,+6.000000E-03
+1.794000E-06,+3.900000E+00,+6.000000E-03
+1.796000E-06,+3.900000E+00,+4.000000E-03
+1.798000E-06,+3.900000E+00,+2.000000E-03
+1.800000E-06,+3.900000E+00,+0.000000E+00
+1.802000E-06,+3.900000E+00,-2.000000E-03
+1.804000E-06,+3.900000E+00,-4.000000E-03
+1.806000E-06,+3.900000E+00,-6.000000E-03
+1.808000E-06,+3.900000E+00,-7.999999E-03
+1.810000E-06,+3.940000E+00,-1.000000E-02
+1.812000E-06,+3.900000E+00,-1.400000E-02
+1.814000E-06,+3.900000E+00,-1.800000E-02
+1.816000E-06,+3.900000E+00,-2.000000E-02
+1.818000E-06,+3.900000E+00,-2.200000E-02
+1.820000E-06,+3.940000E+00,-2.600000E-02
+1.822000E-06,+3.940000E+00,-2.800000E-02
+1.824000E-06,+3.940000E+00,-2.800000E-02
+1.826000E-06,+3.940000E+00,-3.000000E-02
+1.828000E-06,+3.940000E+00,-3.000000E-02
+1.830000E-06,+3.980000E+00,-2.800000E-02
+1.832000E-06,+3.940000E+00,-2.800000E-02
+1.834000E-06,+3.940000E+00,-2.800000E-02
+1.836000E-06,+3.940000E+00,-2.600000E-02
+1.838000E-06,+3.940000E+00,-2.400000E-02
+1.840000E-06,+3.940000E+00,-2.200000E-02
+1.842000E-06,+3.940000E+00,-2.000000E-02
+1.844000E-06,+3.940000E+00,-1.800000E-02
+1.846000E-06,+3.940000E+00,-1.400000E-02
+1.848000E-06,+3.940000E+00,-1.200000E-02
+1.850000E-06,+3.980000E+00,-7.999999E-03
+1.852000E-06,+3.940000E+00,-6.000000E-03
+1.854000E-06,+3.940000E+00,-6.000000E-03
+1.856000E-06,+3.940000E+00,-4.000000E-03
+1.858000E-06,+3.940000E+00,-2.000000E-03
+1.860000E-06,+3.900000E+00,+0.000000E+00
+1.862000E-06,+3.900000E+00,+0.000000E+00
+1.864000E-06,+3.900000E+00,+2.000000E-03
+1.866000E-06,+3.900000E+00,+2.000000E-03
+1.868000E-06,+3.900000E+00,+4.000000E-03
+1.870000E-06,+3.940000E+00,+6.000000E-03
+1.872000E-06,+3.900000E+00,+6.000000E-03
+1.874000E-06,+3.900000E+00,+6.000000E-03
+1.876000E-06,+3.900000E+00,+6.000000E-03
+1.878000E-06,+3.900000E+00,+6.000000E-03
+1.880000E-06,+3.900000E+00,+6.000000E-03
+1.882000E-06,+3.900000E+00,+7.999999E-03
+1.884000E-06,+3.900000E+00,+7.999999E-03
+1.886000E-06,+3.900000E+00,+7.999999E-03
+1.888000E-06,+3.900000E+00,+7.999999E-03
+1.890000E-06,+3.940000E+00,+7.999999E-03
+1.892000E-06,+3.900000E+00,+6.000000E-03
+1.894000E-06,+3.900000E+00,+4.000000E-03
+1.896000E-06,+3.900000E+00,+4.000000E-03
+1.898000E-06,+3.900000E+00,+2.000000E-03
+1.900000E-06,+3.900000E+00,+0.000000E+00
+1.902000E-06,+3.900000E+00,-2.000000E-03
+1.904000E-06,+3.900000E+00,-4.000000E-03
+1.906000E-06,+3.900000E+00,-6.000000E-03
+1.908000E-06,+3.900000E+00,-7.999999E-03
+1.910000E-06,+3.940000E+00,-7.999999E-03
+1.912000E-06,+3.900000E+00,-1.200000E-02
+1.914000E-06,+3.900000E+00,-1.400000E-02
+1.916000E-06,+3.900000E+00,-1.400000E-02
+1.918000E-06,+3.900000E+00,-1.600000E-02
+1.920000E-06,+3.900000E+00,-1.800000E-02
+1.922000E-06,+3.900000E+00,-1.800000E-02
+1.924000E-06,+3.900000E+00,-1.800000E-02
+1.926000E-06,+3.900000E+00,-2.000000E-02
